image,ocr_text,label
meme_170.jpg,"13 DC police officers
placed on leave
following probe into
allegedly manipulated
crime stats
20 HR AGO Y
By Q Holmes Lybrand

3 Q”

“2. tree Te
Washington Metropolitan Police, seen Oct...
BH ¢@ X @ 6

Thirteen members of Washington,
DC’s Metropolitan Police Department
have been placed on administrative
leave and face possible termination
following an internal investigation
into allegations that crime data was
manipulated to make the city appear
safer.",
meme_171.jpg,"He insisted on following me to the
bathroom so | made him useful at
least
NA
SA
t",
meme_172.jpg,"What geologists have for breakfast
fo) rare.jpg @ «rare jpg: Sd
ins
‘ ‘< ws
CY Ady ents a ae
eC x a 4 e ee Red oN
yl - ‘ . i 2°. J
‘ ‘ . Me Gr OS ,
} ¥ we.
{ be 3 coe ‘ Se m se
. . “ pte i
N , Y",
meme_173.jpg,"La)

A PRISONER DIED FOR SEVERAL
MINUTES, CAME BACK TO LIFE,
AND ARGUED HIS LIFE SENTENCE

WAS OVER a",
meme_174.jpg,"when you leave things for tomorrow
and tomorrow arrives
; y
_ ~~ =.",
meme_175.jpg,"a“ e. , _

MORN gH

ae te
oar bathroom ssdom ,",
meme_176.jpg,"Not a single
soul asked for
Halo remake

ry
won",
meme_177.jpg,"Md, i",
meme_178.jpg,"At the dentist
A Y
1@
. — i
{- . ras pent
| - >",
meme_179.jpg,"\3 - ~~ wees} Cc 1 Je
INA A +S OL AT eee",
meme_18.jpg,"LoadingArtist.com f Well ACTUALLY
; 9 entists ARE doctors.
i? 4
7 A
s| A

NN r .

a AC PE( But no, I dorit know’
Ar = 1 to vi
oesen 7, a
» a » Aad 74",
meme_181.jpg,"SPICY TRYING TIMES COMICS
. ; ‘ lorie and
Jim fefreshing and lm low Co
. \ Lull of vitamins |
Wi ou enéray.
gine yeu eneray .
Tt WANT To HURT | wont this one.
You. /
an
#7 @ @erevnarimescowcs",
meme_182.jpg,"Me after eating an ungodly amount of
food thinking about finishing strong
with a little something sweet",
meme_183.jpg,"aa 2 Vee
,  * ~
JRE 8288
The car looks
as Charles Il of Habsburg",
meme_184.jpg,"} 4 &
ee =
e
If only you were Boromir.
. ‘Ifonly you were Aragorn.
I ME but | agree that
Aragorn would be a huge upgrade.
. 4
‘Say",
meme_185.jpg,"fe . | .
| ; let.
: ' in | if Bint",
meme_186.jpg,"6 YEAR OLD ME OPENING
AUTOMATIC DOORS:
\ AY
mn aes
; 4
p>
40 YEAR OLD ME OPENING
AUTOMATIC DOORS:
7 t- on",
meme_187.jpg,"how baby birds in a nest
look at you, wanting a worm
ee, iy a",
meme_188.jpg,"1.G0 IN FOR HEARTSURGERY.IN AN HOUR
7 : . ! £ J
YOUN LESEEYOU TOMORROW",
meme_189.jpg,"f.
|
- . 1 fl
4 5 a Ng
Pri iY
2“ ‘s con nr i =
oe pele eso gt” PE ae
7 ee SP LLOUI Bi Sh Tih EAP EL te",
meme_19.jpg,"When you can communicate with people
with just meme templates
| i) ‘ ' ~.
ute ae) iy ~\
A S
oN
‘ ~",
meme_190.jpg,"RELATIONSHIP ADVICE: MAKE SURE YOU'RE
THE CRAZY ONE.
agi",
meme_191.jpg,"a a wt ft 2 . « *
. od te a ae
WOKENNEWS.COM
Flat Earthers claim Australia doesn't exist and
people who live there are actors paid by NASA
rvs >”
. A . Va
. ’ - an} PA © -4
~— BCR “y
gin « . oho
- A.
“SB 4 *
wWFs> . oF,
. a * - Paes
_§ 4 Flat Earthers © - A
| ving in Australia:",
meme_192.jpg,"RaI[MINOTIGOING)TO/ANNOUNCE/MY/s/O0OTH/DAYY
ae F = ~-g\y

IW AL49 [ga
eet
‘dinette",
meme_193.jpg,"ANY CRYSTAL CAN
REPEL NECATIMITY
sl

(F you throw t hard enoudh}",
meme_194.jpg,"i / OS al
SS |
=
[Al You wit BE DISAPPOINTED | 6
- WITH THIS Comic. | t
Peck VV
ASiiaiiien \ x",
meme_195.jpg,"P I? %
POS 5, iat ASS, sauna
5 ; . A » bia ~ yd x
ae? “Ss Wits. 67 ee ON ~

1%} er
Saruman? Yes‘ n
| jihnat'was what they’used to callfiije.
, That was my name.

a
| am now Count Dooku.

And | come back to you now...
...at the turn of the tide.",
meme_196.jpg,"°
v ,
ty |",
meme_198.jpg,"a See
oe VS ERMAN oS 8Utgapy sy
¢ ¢ 7 _
Aa #1 IN ALL NEGATIVE fi
2 . <i | STATISTICS IN EUROPE fF
. , i ia Q “ | ake.
» &. Loe. a Omani”  euucae® : Ny.
Y 7 | mm Satan anenate tee *",
meme_199.jpg,"food:a food |
fF &",
meme_2.jpg,"one of my clearest memories of
my grandfather is when he beat
me in chess and i cried because |
was a sore loser and he said ok 1'll
play you left-handed and then |
won and it took me until like last
week to realize he was a clown
bastard",
meme_20.jpg,"Me staring at the guy in the
urinal next to me when he says,
""You can't have rain without a lil

thunder!"" as he shits himself.
, ‘ ta )
4 A an",
meme_200.jpg,"proton xX
Re u Profonlis pes tar
Getting called into HR for repeatedly sending this to my
French colleagues
Am | the only one who peels the croissant before eating it?
yy
‘",
meme_201.jpg,"NASA JUST DISCOVERED A NEW PLANET
IN OUR ORBIT AND HAS RELEASED}, I3
FIRST IMAGES ONLINE.",
meme_202.jpg,"[First day as vet]
Me: What seems to be the
problem
Cat: Meow
Me: Yes but where
- wf
raf ‘c a",
meme_203.jpg,"Aton, sy 4 1
TE TN
4 Sot lt oe <: i -
a by) { = D | i ,
A WORLD CUP me. 2 ? \ ‘
If a $7,000 World Cup ticket is outside your
budget, perhaps you should reconsider your
life choices. Your financial situation is not
FIFA's responsibility; our pricing structure
is perfectly reasonable.

GIANNI INFANTINO
0
i
> [2",
meme_204.jpg,"You know, | happen to have
a green thumb myself.
/
D>
PM)
q
ie «
BL
Oh, cool. I didn’t know
you were into gardening,
iy =
®)
‘4
O® Gardening??
a |”
; /
Argh! Me arsehole!
\ /
<> oS - “6 Bro
3 % oa",
meme_205.jpg,"THE THREE MOST
DIFFICULT THINGS TO
SAY:

1. “| WAS WRONG.”
2. ‘| NEED HELP.”
3.
“WORCESTERSHIRE.”",
meme_206.jpg,"& some-persOn Follow aes
TWO FACTOR AUTHORIZATION

light thats not how the book works

MICROSOFT TEAMS",
meme_207.jpg,"| present to you, the )
skullet. Out of business
in the front, still
:partying in the back ;
) . _ a i",
meme_208.jpg,"why they put male trees in the cities
G sys :
Male trees are favored in urban planning
primarily to avoid the maintenance, odor, and
safety hazards caused by fruit, seeds, and
pods from female trees, a practice sometimes
termed ""botanical sexism"". While this keeps
sidewalks clean and prevents slippery, smelly, or
toxic litter, it creates high pollen levels,
worsening urban allergy and asthma
ISSUES. G www.theguardian.c... +4",
meme_209.jpg,"| highly doubt he’s qualified but I'll give
him a shot
\ | Baw",
meme_21.jpg,"eee | Pe KV ZA OA
QR --- aN 4\4 /
- ”” \ p™
\ ee” 6 er
— steep od i:
You won't disturb ; Len
my human anymore _ Pa wa! co",
meme_210.jpg,"|  *relaxes stressfully?@
Vo 4 wins
ae 5 Pee !",
meme_211.jpg,"When you die and realize your
family’s gonna find the artificial ass
you've been fucking for the last year
: : —
me, 2 z
\ i
et] a . . ‘",
meme_212.jpg,"Sometimes we can
be a lil freaky and
that's okay
inn

2 2",
meme_213.jpg,"| pranked myself by going to school ba

18 years for nothing

U3K views
&¢ 8 A @ *
2.9K 4 Share Download Save
Jojas Makes...

(& 61K subsenbers @ SUBSCRIBED a",
meme_214.jpg,"Doctor: ""Good news or bad news first?""

Me: ""Good news""

Doctor: ""You'll be able to park anywhere

you want""

Me:

J
I",
meme_215.jpg,"9) kevin shed
Dude, don’t you think you’ve had enough?
> ¢ 6 7
“4 a ° / YS
a iW)
+ wa",
meme_216.jpg,"MOST PEOPLE
DON'T THINK I'M
AS OLD AS | AM

UNTIL THEY HEAR

ME STAND UP",
meme_217.jpg,"r y.
i
: E wits . :
; - Tes:
. fe \ \
. ‘
be if
. / /, fe",
meme_218.jpg,": . AS Pt wears a
RES CNN cee ean Oe iy sehen
. ae ‘aD Chaar eno, fi AN: 9/59 a
1 MR a gs CLIGRN Toad? : BY ee AE Re:
Sn es
Fa er ee ee + GONE te;
Lepage I) cab ia ge:
ee r . i 7 ‘a . :
2. ae oe J =
= Ry",
meme_219.jpg,"[Mr

Y TRY THE
NEW ANUS __
__ POUNDER",
meme_22.jpg,"VALVE RELEASES STEAM CONTROLLER CAD FILES
UNDER CREATIVE COMMONS LICENSE
~E%Q%e fi \",
meme_220.jpg,"A MEXICAN MAGICIAN TELLS:
THE AUDIENCE THAT HE'LL:
DISAPPEAR ON THE COUNT OF 3
t r seer boa + ae Sete?
4 . . .
CON § a ee
Pa “il oe :
to) oe yy
HE SAYS; “UNO, DOS..."" ""POOF ;ss
HE DISAPPEARED WITHOUTATRES
SOULS bee mM t,t a
_ ; 4 rego} he!
 s S) iz ~. Rea!
: > ahead oo NS
ty Zz ASE or q
WITHOUT A TRES‘CORAL'
i",
meme_221.jpg,". *
f —
;
4,
ed fn s
Loe &
= &
Excuse me, sir... have vou seen this er? ch
, tt
Leon",
meme_222.jpg,"Siikow “a
| |",
meme_223.jpg,"A mother otter proudly showed off her baby, while

the dad proudly showed off his favorite rock...

That is a pretty great rock, not gonna lie... .
o* _——— :",
meme_224.jpg,"Who would win?
a) + ~*~
inf =
} : i< ne ‘ oo:
Lady The -, a oe, * . Te: - ct yea
Every créature it~”, Every Florida..
of/ Australle Y= Marr ow.
~ s ; f 4
PAO Te.
y malonies
They would breed
) IntellOyell
| hate how this is a viable option",
meme_225.jpg,"A guy identical to David Schwimmer was caught
stealing beer on camera. Instead of denying it,
Schwimmer recreated the whole thing for laughs.
“3 oy
. ” Sed? | i
SS 4 ied ’
. ~ x “4 - ’
i xe
yi Koy
|, @bitchyquotes on IG
«bitch y quotes
That’s Russ and Ross",
meme_226.jpg,"eo. ante
e aes,
é. ri thursday \
/ friday So ~ SS ‘
wa” _—_ Life Cycle ae 3
\ Of A Frog my dudes ,
=p a
_ monday A ,",
meme_227.jpg,"Donald J. Trump @ @
; fereaibor aid” ramp
| made the U.S.A. 45 Billion Dollars in 8 months!
ws Trump’s Intel Investment Mw
““ is Now Up $45 BILLION DOLLARS! °”
~ Now worth $97
$30
“° TRUMP BUYS
soo at $20
os S$45B
1.43k ReTruths 6.54k Likes 5/4/26, 2:54 PM",
meme_228.jpg,"| bet this dude bends them
over and acts like he's riding a
chariot in Ben Hur

Yeo!

+ G&S 4",
meme_229.jpg,"When people at work try tell me about
their personal problems
lene ES
A vad nt ait oes it affect me?
f : “Tien sutter in silence.",
meme_23.jpg,"A mother otter proudly showing off her baby while
the dad showed off a rock
oS
wi ae
~ a & ne
¢ an Ye =:
. at ""
r a0 ws
= an nad
. ) + — \§ ye
a m a p a?",
meme_230.jpg,"é
<3)",
meme_231.jpg,"a cabieeees % Te RE AONE
2 SAS Pa AC RM Ry RS Hs
ess LEN Nt: ayy ty aN Sho Se SOR ee eo
ARIES ee ae TT we aeceunes
Sevds ty rs Phe d ata , ea m
«thd? ute : 7 |
me RAS LED , ,
1S Oe ~~
Be
Arye: . 7”
7 ae
“OS
wei. . 9
a Of
E § ma ~O
‘ :
aa . }
BA
a “s
. -”. 7
_ La
ow
> “<.
< :",
meme_232.jpg,"me looking at myself in the video chat
not hearing a word anyones saying
‘- 4 ;",
meme_233.jpg,"aoe,",
meme_234.jpg,"Google maps: “Arrival time 5:46”
Me reaching at 5:43:
ey.",
meme_235.jpg,"Man Driving From Sunroof
Wanted To Be Arrested To
Get Away From Wife
~~ =

ra “ne Pa
(FOX 35 ORLANDO) - A Florida man has
been charged with reckless driving after
he was spotted standing through an
opened sunroof of a moving vehicle, as it
was traveling down Interstate 4.",
meme_236.jpg,": cae ad —:
a
THE ORIGINAL NETFLIX REMAKE",
meme_237.jpg,"{a
She
Hated (

- History

i Class \",
meme_238.jpg,"ON AUGUST 8, 2026 (SAT), 5PM (GMT+2)
THE 9GAG DRINKING COMPETITION
WILL TAKE PLACE AT THE THREE COUNTRY CORNER (3CC)
OF HUNGARY, AUSTRIA AND SLOVAKIA.
THREE DRINKING ATHLETES FROM EACH COUNTRY
DRINK AS MANY BEERS AS POSSIBLE WITHIN 4 HOURS.
IF THERE AREN'T ENOUGH PEOPLE (AGAIN),
ONE PERSON PER COUNTRY COMPETES.
THE NATION WITH THE MOST BEERS DRUNK WINS,
NO BARFING ALLOWED.
REFEREE WILL BE SOMEONE FROM THE PEOPLE SHOWING UP.
IF THERE IS A SKANDINAVIAN PERSON AROUND,
HE OR SHE (UNLIKELY) HAS TO BE REFEREE, NO QUESTIONS ASKED.
ALSO, REFEREE GETS A COOL IKEA-HAT.
EXACT LOCATION
48°00'23”, 17°09'39""
ADDITIONALLY: FOR FUCKS SAKE SLOVAKIA,
GET SOME PEOPLE 70 COMPETE FOR YOU,
LAST TWO YEARS WERE EMBARRASSING_.",
