id,img,label,text,weight
70,/content/multimodal-meme-analyzer/9gag_memes/meme_451.jpg,0,a i found a plumber that works around the clock d of 9 3 i 55,0.3
71,/content/data/img/29576.png,0,rock. paper. scissors throat punch!,1.0
72,/content/data/img/47629.png,1,""" son i understand shyquisha has a big booty but she keeps stealing your mother's jewelry, she can't visit anymore""",1.0
73,/content/data/img/26795.png,0,i put brake fluid in my meth... now i can stop whenever i want,1.0
74,/content/data/img/40182.png,1,child protective services takes away children from parents who don't vaccinate but they're perfectly fine with them,1.0
75,/content/data/img/96704.png,1,sponge bob queer pants,1.0
76,/content/multimodal-meme-analyzer/9gag_memes/meme_967.jpg,0,genie you cannot wish for more wishes the man wish was always right the genie now you have 2 wishes left the mam no have 25 wishes left the genie j dj,0.3
77,/content/data/img/36152.png,0,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died",1.0
78,/content/data/img/13624.png,0,"him: ""you have to respect our religious beliefs"" me:",1.0
79,/content/data/img/46507.png,0,original black friday sale,1.0
80,/content/data/img/47569.png,1,"what is that wonderful smell? it smells like.... caramel! oh, today we burnt the diabetics",1.0
81,/content/data/img/14685.png,1,"white people throwing rice at weddings. ""why are they wasting the food""",1.0
82,/content/data/img/17609.png,0,well look what time it is... time to piss off the liberals with a tweet!!!,1.0
83,/content/data/img/42763.png,1,dont drink with him he cant hold his liquor,1.0
84,/content/data/img/85371.png,0,father holding his newborn daughter,1.0
85,/content/data/img/91375.png,0,bank took your house? that must be tough,1.0
86,/content/data/img/37619.png,1,when all your peaceful solutions fail you know what old problems require old solutions,1.0
87,/content/data/img/12673.png,0,how it feels being a military spouse over 30,1.0
88,/content/data/img/71482.png,0,i felt a great disturbance in the force as if a million snowflakes all melted at once,1.0
89,/content/data/img/54728.png,0,my face when im wating for my cookies to be done baking,1.0
90,/content/data/img/36872.png,1,for the last time.. i'm not michelle obama,1.0
91,/content/data/img/14789.png,1,hardest thing about burning a church my dick,1.0
92,/content/multimodal-meme-analyzer/9gag_memes/meme_662.jpg,0,vine a fo in f w 7 5 ws asg as ss a 3 ae ny gem a yn 4 v rad,0.3
93,/content/data/img/76483.png,0,how police officers take out their trash,1.0
94,/content/data/img/42618.png,0,"keep yelling, motherfuckers allah be with you shortly",1.0
95,/content/data/img/41379.png,0,how you look when youre black and you celebrate the 4th of july,1.0
96,/content/data/img/94062.png,0,the look after you told your mom you cleaned your room,1.0
97,/content/data/img/79140.png,0,do not forget the people who helped build our nation,1.0
98,/content/data/img/17802.png,1,runs away from his shit hole of a country because of islam establishes islam and turns new country into a shit hole,1.0
99,/content/data/img/65814.png,0,impregnable to logic,1.0
100,/content/data/img/71825.png,0,a typical white man,1.0
101,/content/data/img/67582.png,1,arrest white babies before they become school shooters,1.0
102,/content/data/img/51046.png,0,shut up you meathead,1.0
103,/content/data/img/76045.png,1,north american pavement ape,1.0
104,/content/data/img/45837.png,1,sacred cross? sounds like bullshit let me call my friend who's an expert in bullshit and fairy tales,1.0
105,/content/data/img/06987.png,0,that look you give when you got your fix but not your kids,1.0
106,/content/data/img/56421.png,1,when the porn video features a tranny but then 'she' turns out to be a midget too you had my curiosity but now you have my attention,1.0
107,/content/data/img/97261.png,0,"we didn't say nobel prize we said... no bail, suprise!",1.0
108,/content/data/img/70561.png,1,"fuck off!! you muslim bastards, we didn't win 2 wars just to hand england over to you!!!",1.0
109,/content/data/img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,1.0
110,/content/data/img/76521.png,1,praise allah! our 72 virgins,1.0
111,/content/data/img/17835.png,1,"femenist: all men are evil, and must be castrated because they're all capable of and want to commit rape me *waiting in line at best buy*",1.0
112,/content/data/img/70598.png,1,i eat ass & dicks with my wahabi brothers,1.0
113,/content/data/img/82657.png,0,a wax figure of anne frank,1.0
114,/content/data/img/25376.png,0,yep still your president,1.0
115,/content/data/img/37058.png,1,"when blacks started wearing their pants low, white people called it ""saggin."" spell saggin backwards... those sneaky white people",1.0
116,/content/data/img/75410.png,1,"so you're telling me that black people ""stole"" the n-word from white people? typical",1.0
117,/content/data/img/37408.png,0,i love everything and everybody! except for squirrels i hate squirrels,1.0
118,/content/data/img/79368.png,0,how do you start a rave in ethiopia tape a peice of toast to the ceiling,1.0
119,/content/data/img/03615.png,0,joke time 3 muslims walk into a bar.,1.0
120,/content/data/img/34165.png,0,be happy you dont have neanderthal dna,1.0
121,/content/data/img/83965.png,1,"bitch.. shut your ugly crack addict looking, poor white trash ass up",1.0
122,/content/data/img/30286.png,0,had to get wisdom teeth removed i guess you shouldn't have been such a smart mouth,1.0
123,/content/data/img/20879.png,0,what does a baby from auschwitz look like?,1.0
124,/content/data/img/93648.png,1,"making a white trash album, if you could send me some pictures, that'd be great",1.0
125,/content/data/img/36102.png,0,questioning america's support for fascist israel ... is unacceptable,1.0
126,/content/data/img/54931.png,1,build a house for r250m while ordinary citizens live in poverty? i blame apartheid,1.0
127,/content/data/img/18532.png,1,if i had a dollar for every racist thing i've said... some black motherfucker would probably rob me,1.0
128,/content/data/img/83025.png,1,but i'm israeli god promised me the car!,1.0
129,/content/data/img/59621.png,1,"lets see if this is considered dark honey,you killed a butterfly. no butter for you for a month dad i also killed a cockroach today. nice try..",1.0
130,/content/data/img/50867.png,1,the name's todd.. retodd,1.0
131,/content/data/img/97805.png,0,"anytime my dog growls at me excuse the shit out of my goddamn french, but did you just threaten me?",1.0
132,/content/data/img/56921.png,0,muslim strip club,1.0
133,/content/data/img/34985.png,1,donald trump is my bitch you stupid arrogant americans.!,1.0
134,/content/data/img/42860.png,1,though we adore men individually we agree that as a group they're rather stupid,1.0
135,/content/data/img/03629.png,0,hey man you gotta go home my parents are fighting again,1.0
136,/content/data/img/57986.png,0,i love driving,1.0
137,/content/data/img/48520.png,0,a short histoy of u.s. presidents,1.0
138,/content/data/img/37628.png,1,when your uber driver arrives but you're probably safer driving drunk,1.0
139,/content/data/img/75432.png,0,greetings ... time to run,1.0
140,/content/data/img/05327.png,0,i just realized that all i can be is true to myself not matter what,1.0
141,/content/data/img/25716.png,1,when you're a complete piece of trash but sheeple still like you because you're black,1.0
142,/content/data/img/02156.png,0,never forget,1.0
143,/content/data/img/19653.png,1,lucifer is hot! let's kill all non-catholics antichrist sun worship,1.0
144,/content/data/img/89264.png,1,elmo laughs as he shows the trannys he chromosome you need to be able to call yourself a man,1.0
145,/content/data/img/52617.png,0,warning! please handle large fireworks with care!,1.0
146,/content/data/img/85136.png,0,has anyone seen gary? gary is about this tall,1.0
147,/content/data/img/43826.png,1,king kong,1.0
148,/content/data/img/32714.png,0,hahaha fucking idiot,1.0
149,/content/data/img/28360.png,0,the pope says trump is not a christian because christians dont build walls vatican walls are 40 feet high,1.0
150,/content/data/img/59370.png,1,when you can't afford a new dishwasher so you hit the rusty one and make it work,1.0
151,/content/multimodal-meme-analyzer/9gag_memes/meme_105.jpg,0,it s up to you to break generational trauma your camo needs to match its ok son mix and your match what you environment think is cool thermal is gonna get universal camo you anyways drip is the way or drown t,0.3
152,/content/data/img/37580.png,0,"let's gather everyone for family photo, where are my daughters?",1.0
153,/content/data/img/34816.png,0,meanwhile at the isis strip club,1.0
154,/content/multimodal-meme-analyzer/9gag_memes/meme_518.jpg,0,7 a voldemort ae trry stupef crucio expelliarmus y avada kedavra reducto ae,0.3
155,/content/data/img/42851.png,0,"""i'm fine, i'm just tired"" = my depression is setting in but i don't want to bother you with it",1.0
156,/content/data/img/13798.png,0,this can get me through anything,1.0
157,/content/data/img/53296.png,0,when you meet that gender studies student again my genders have doubled since the last time we met,1.0
158,/content/data/img/82549.png,0,30 seconds into chloroform and chill and she gives you this look,1.0
159,/content/data/img/70845.png,1,slavery reinstated catch yourself a strong one,1.0
160,/content/data/img/40137.png,0,muslims moved in... but theyre not moving out.,1.0
161,/content/data/img/29835.png,0,"i think if people want "" to wipe out reminders of slavery segregation & white supremacy we might consider getting rid of the democratic party",1.0
162,/content/multimodal-meme-analyzer/9gag_memes/meme_732.jpg,0,damon skyar damen skye gitosuke use ashhe o3 ws ae a,0.3
163,/content/data/img/12957.png,1,"privilege has a color, white is not it",1.0
164,/content/data/img/50328.png,0,los angeles has ice cube new york has nas detroit has eminem your city has ?,1.0
165,/content/data/img/17624.png,0,just trying to do my part,1.0
166,/content/data/img/57982.png,0,we can kill as many as we want and your stupid government keeps bringing us in,1.0
167,/content/data/img/31290.png,0,9 months before i was born i went to a party with my dad and left with my mom,1.0
168,/content/data/img/27341.png,1,"no one: white cops: he's black, so i'm assuming that he's evil",1.0
169,/content/data/img/92314.png,1,the difference between you and hitler at least hitler could use an oven,1.0
170,/content/data/img/89162.png,0,"""it's time for us to impeach this president"" ilhan omar should president trump be impeached?",1.0
171,/content/data/img/25904.png,0,hide and seek european champion 1942-1944,1.0
172,/content/data/img/81273.png,0,sure i shit talk the people i like but i shoot the people i don't like so that has to count for something right?,1.0
173,/content/data/img/73198.png,0,"i told on you, she's pissed",1.0
174,/content/data/img/25481.png,0,"likes to play games with friends favorite game is called ""child soldiers""",1.0
175,/content/data/img/23910.png,0,baby look like he pay his own child support,1.0
176,/content/data/img/09768.png,1,whats black and screams? harvey price answering the iron,1.0
177,/content/data/img/46701.png,0,"watching news always confuses me, immigration, tax, government!!",1.0
178,/content/data/img/87016.png,0,finally synthetic watermelon,1.0
179,/content/multimodal-meme-analyzer/9gag_memes/meme_496.jpg,0,constantine ki do not fear the walls will protect us mehmet il,0.3
180,/content/data/img/06537.png,0,lust and love,1.0
181,/content/data/img/85269.png,0,"crisis hotline, how can i help? well...i'm feeling suicidal... great! can you fly a plane?!",1.0
182,/content/data/img/13495.png,0,there is no such thing as an appropriate joke that's why it's a joke,1.0
183,/content/data/img/29630.png,0,you just went full goat fucker never go full goat fucker,1.0
184,/content/data/img/38147.png,0,hitler posing to a recording of one of his speeches,1.0
185,/content/data/img/15926.png,0,who can deny the cash chambers,1.0
186,/content/data/img/14906.png,0,"if you don't want to get raped, just say yes well boys we did it, rape is no more",1.0
187,/content/data/img/78260.png,1,this offends me ban them do you agree?,1.0
188,/content/data/img/42319.png,0,"chelsea clinton.. so ugly that when she gives head, it counts as anal",1.0
189,/content/multimodal-meme-analyzer/9gag_memes/meme_828.jpg,0,the a cri citron is male hineyenalisimajow do you know i eepuliinevgiemch lemon i we i oe ad sow ss 40 ih a a a eo d,0.3
190,/content/data/img/02975.png,0,you never realize how little self control you actually have until chips and salsa are in front of you at the mexican restaurant,1.0
191,/content/data/img/40987.png,1,"i'm an evolved monkey on a cartoon ball, nasa told me, its science bruh!",1.0
192,/content/data/img/49170.png,1,mom.. this horse smells funny!,1.0
193,/content/data/img/04325.png,0,its a 3-day weekend pace yourself,1.0
194,/content/data/img/21869.png,1,*laughs in goat-fucker*,1.0
195,/content/multimodal-meme-analyzer/9gag_memes/meme_757.jpg,0,a fae a mw i s see wt thank you for changing my life 2 ae of course i m the motherfucking badlands,0.3
196,/content/data/img/98542.png,0,do you have any idea how fast you were going,1.0
197,/content/data/img/23698.png,0,family from mexico crossing border,1.0
198,/content/multimodal-meme-analyzer/9gag_memes/meme_169.jpg,0,proof that cats share one braincell if a 4 se ij m le we k ne ne ns,0.3
199,/content/data/img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,1.0
200,/content/data/img/17290.png,1,when my autistic son finds out we're having chicken for dinner,1.0
201,/content/data/img/41503.png,0,such a beautiful day for playing and praying,1.0
202,/content/data/img/82635.png,0,i am jealous of her she's so pretty,1.0
203,/content/data/img/74218.png,1,grab her by the.. nevermind,1.0
204,/content/data/img/27634.png,0,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens,1.0
205,/content/multimodal-meme-analyzer/9gag_memes/meme_809.jpg,0,5 hi me trinking the sky wind release m is bight abowno the corner 7 vis me 10 years later still thinking 4 the skywing release n is right around the corner a,0.3
206,/content/data/img/30721.png,1,"""harder, harder"" ""that's a good boy""",1.0
207,/content/data/img/51839.png,0,i'm relaxed now minding my own business,1.0
208,/content/multimodal-meme-analyzer/9gag_memes/meme_864.jpg,1,warning all cyclists gspor sniff your bike seat 4,0.3
209,/content/data/img/30695.png,1,"musslamic democrat, ilhan omar, has threatened members of congress. she's told several republicans that she'll send them ""shawarma"", to ""give them a taste of her culture""",1.0
210,/content/data/img/27436.png,0,"""i'll have to resign"" and then i said do i look like i give a fuck?!",1.0
211,/content/data/img/17956.png,0,one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell,1.0
212,/content/data/img/04798.png,0,are you bored? join spastics with special admin powers now,1.0
213,/content/data/img/53821.png,0,it's a beautiful day i thinki'll skip my meds and stir shit up a bit,1.0
214,/content/data/img/29354.png,0,"during the holocaust, jewish bodies were treated like trash",1.0
215,/content/data/img/80974.png,0,for no reason here's an image of bacon and cats,1.0
216,/content/data/img/21598.png,0,when the muslim kids in your class start hanging out with you,1.0
217,/content/data/img/65732.png,0,"""white people be like .. ""hunting is a sport""",1.0
218,/content/data/img/46907.png,0,get the camera out of my face!!,1.0
219,/content/data/img/58264.png,0,let's reduce drunk driving by taking cars away from sober drivers makes as much sense as gun control,1.0
220,/content/multimodal-meme-analyzer/9gag_memes/meme_86.jpg,0,shirime is a japanese spirit that removes all its clothes and flashes its rear which contains a bright shiny eye ct o 7 4 a a jn eo es se sa spy ml 2a a,0.3
221,/content/data/img/35216.png,1,"it's time to kill the british and dump tea into the ocean, and i'm all out of tea",1.0
222,/content/data/img/90463.png,0,that look when your father sells you for a goat,1.0
223,/content/data/img/90351.png,1,make christianity anti-semitic again,1.0
224,/content/data/img/57386.png,0,i have tits give me free stuff,1.0
225,/content/data/img/68249.png,0,"told you back in 1980 the bushes were liberals in republican clothing, just like mccain",1.0
226,/content/data/img/47856.png,0,when you forget the bomb codes,1.0
227,/content/data/img/26538.png,0,"when you take your dishwasher to the restaurant, but it starts talking",1.0
228,/content/data/img/69521.png,0,make sure the girl sitting passenger side in your car is the same girl who'd be sitting with you at the bus stop if life turned out differently,1.0
229,/content/data/img/97438.png,0,buchenwald concentration camp bones of anti-nazi german women still are in the brick ovens on the crematorium,1.0
230,/content/data/img/24165.png,0,blackpeoplemeet.com,1.0
231,/content/data/img/61937.png,0,why don't i get sunburnt i use sunscreen,1.0
232,/content/data/img/07853.png,1,"9/11 gets a mourning day while gay get a ""pride"" month because homosexuality is a bigger tragedy",1.0
233,/content/multimodal-meme-analyzer/9gag_memes/meme_605.jpg,0,trump releases shocking ufo files oe 4 a iad ee ne ot,0.3
234,/content/data/img/16097.png,0,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?",1.0
235,/content/data/img/54972.png,0,happy birthday its like your very own christmas!,1.0
236,/content/data/img/64709.png,0,you can say a lot of bad things about pedophiles but at least they drive slowly past schools,1.0
237,/content/data/img/45732.png,1,when you have a small dick and tell a jewish girl to suck it i can't,1.0
238,/content/data/img/40826.png,0,"""when thor throws his hammer, he is ""serving justice"" when i throw a hammer, i ""have anger management issues""",1.0
239,/content/data/img/78325.png,0,how to make a colorado fruit smoothie,1.0
240,/content/data/img/60758.png,0,thankfully youtube blocked those videos to show their support for muslim people,1.0
241,/content/data/img/59340.png,0,you can't be racist if. nvm you are racist,1.0
242,/content/data/img/47215.png,1,save the environment kids fuck that gay shit,1.0
243,/content/data/img/85426.png,0,i need help swimming,1.0
244,/content/data/img/31897.png,0,toshiba? i lost a friend on that beach,1.0
245,/content/multimodal-meme-analyzer/9gag_memes/meme_420.jpg,0,romain ter bi gen pn es some se bek a de cree toad a a a 2 re ot gh let 2 hte ais a aan z ete te an 5 occ mrcmien su gs re pre bs srr en sie moats ao ge fe phe sr ee,0.3
246,/content/data/img/40286.png,0,when each letter is a mental disorder,1.0
247,/content/data/img/75026.png,0,together we are stronger,1.0
248,/content/data/img/29684.png,0,"it's not immigration, it's not asylum seeking it's an invasion!",1.0
249,/content/data/img/91432.png,1,"ever wonder if asians make fun of caucasians? ""look at me, i have peripherar vision. i speak engrish""",1.0
250,/content/data/img/84237.png,0,it's hump day!!! oh fuck!!!,1.0
251,/content/data/img/58370.png,0,this is what it's like to turn yourself in,1.0
252,/content/data/img/87401.png,0,brett kavanaugh grabbed my penis,1.0
253,/content/data/img/80316.png,1,it's time for the entire free world to unite against islam because the savages are already united against us,1.0
254,/content/data/img/84120.png,0,when u tryin to be cute but she gotta make everything sexual,1.0
255,/content/data/img/62745.png,0,you can be happy and smiling in any situation,1.0
256,/content/data/img/51694.png,1,how do we destroy the patriarchy? it's simple. we eat it,1.0
257,/content/multimodal-meme-analyzer/9gag_memes/meme_152.jpg,0,ind 7 a 7 me f oe 1 th ly alt 26 b ar a 02 bey ee a aden 9 ase xn s os ff ye fr si es ee yy y et ae s r ee sy a he n ae 4 a he s op ae a i ty ad ws b a t a gbr pete we os see ss ve ee ns ry cal,0.3
258,/content/data/img/15409.png,0,i'm awesome on the piano but i suck at singing,1.0
259,/content/data/img/83216.png,0,you know it's going a be a serious blow job when he puts his hair up in a manbun,1.0
260,/content/data/img/01763.png,0,want a spin ?,1.0
261,/content/data/img/24769.png,0,and you get a chip implant ! and you get a chip implant!... everyone gets a chip implant!,1.0
262,/content/data/img/91236.png,0,turn your dishwasher into a snow remover,1.0
263,/content/data/img/64910.png,0,"the government i can offer you security, i require only that you kneel conservatives now see, that's gonna be a problem",1.0
264,/content/data/img/75438.png,0,"over 5,000 years of eating bread and in less than a decade everyone is allergic to gluten",1.0
265,/content/data/img/91268.png,0,can afford to travel from romania to london still picks your pocket,1.0
266,/content/data/img/95843.png,0,friendly reminder: a hooker and con man are in the white house fucking things up,1.0
267,/content/data/img/16509.png,1,feed the greed hello i'm sir trevor chinn i control tom watson by money it's what zionists do,1.0
268,/content/data/img/54201.png,0,14 million kids living in poverty in america but democrats fight for illegals,1.0
269,/content/data/img/27468.png,1,when the squad is about to get lit..,1.0
270,/content/data/img/56981.png,1,my grand father died at auschwitz he got drunk and fell out of this guard tower,1.0
271,/content/data/img/04917.png,0,similar to sharks because all the great ones are white,1.0
272,/content/data/img/17965.png,0,changing every single country it touches,1.0
273,/content/data/img/19074.png,1,"we'ree just here to blow you stupid british people e up, letting us in your country",1.0
274,/content/multimodal-meme-analyzer/9gag_memes/meme_989.jpg,0,o s ea tt rewer v we kn n a mays 202628 nl ee,0.3
275,/content/data/img/06547.png,1,hide and seek european champion  1942-1944,1.0
276,/content/data/img/41830.png,0,if he's marrying me then why's he fucking my mom,1.0
277,/content/data/img/35097.png,0,meanwhile at the isis strip club,1.0
278,/content/data/img/98145.png,1,can't get enough save palestinian kids,1.0
279,/content/data/img/71302.png,0,why don't i hear the people who asked for my birth certificate asking for trump's tax returns?,1.0
280,/content/multimodal-meme-analyzer/9gag_memes/meme_153.jpg,0,po sd ees lw s a y mo,0.3
281,/content/data/img/36120.png,0,so you're telling me... you smoke a plant that makes you hungry for fun?,1.0
282,/content/data/img/34091.png,1,went to wal-mart picked up a brand new dishwasher!,1.0
283,/content/data/img/16973.png,0,when mom dresses you for picture day,1.0
284,/content/data/img/36081.png,1,in this edition we don't buy property; we steal it!,1.0
285,/content/data/img/31409.png,1,"buddhists on islam: ""you can be full of kindness and love, but you cannot sleep next to a mad dog. if we are weak, our land will become muslim"". -buddhist ashin wirathu",1.0
286,/content/data/img/60741.png,0,most of our clothes come from this,1.0
287,/content/multimodal-meme-analyzer/9gag_memes/meme_886.jpg,0,lazy programmer i my son has outnerded me look how he has me in his phone he is 12 had to find what he called my wife too ae a ous eneas y a e ewe th 1 code dad data compiler mom a ss 8 oo 28 te a a coe tet tee font comact wo,0.3
288,/content/data/img/10263.png,0,"rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism""",1.0
289,/content/data/img/36781.png,0,in your country police are paid to protect poor liberals and rich liberals who want to disarm everybody,1.0
290,/content/data/img/85417.png,0,gets drunk gets drunk has sex has sex rapist victim,1.0
291,/content/data/img/56789.png,0,these are gangsters these are wankers,1.0
292,/content/data/img/83052.png,1,"when your sister only bangs black guys and gets knocked up ...and you literally become ""a monkey's uncle!""",1.0
293,/content/data/img/82673.png,0,how to cook turkey in usa how to cook turkey in romania,1.0
294,/content/data/img/78139.png,0,i don't know what she's fixing but mine just broke,1.0
295,/content/multimodal-meme-analyzer/9gag_memes/meme_657.jpg,0,tell monday i m not ready,0.3
296,/content/data/img/81943.png,0,the look you have when your dad cuts your hair,1.0
297,/content/data/img/53908.png,0,"i know you like her son, but you can't just pull a girls hair.. until she's 30 or so. they actually come around on this one",1.0
298,/content/data/img/81026.png,0,america will never be a socialist nation!! what the hell? oh shit,1.0
299,/content/data/img/23501.png,1,muslims in 2001 muslim in congress 2019 defund homeland security!,1.0
300,/content/data/img/38956.png,0,look at what i just built with all the sand that fell out of your vagina,1.0
301,/content/data/img/31657.png,1,ain't no allah back girl,1.0
302,/content/data/img/34178.png,0,"ay man, how ya been?",1.0
303,/content/data/img/10792.png,0,guys what the fuck what the actual fuck,1.0
304,/content/data/img/46078.png,0,today taxi tomorrow freightliner,1.0
305,/content/data/img/60389.png,1,you don't like thick girls? fuck wrong with you?,1.0
306,/content/data/img/82045.png,0,made six million fed five thousand jews with jews toast five loaves and two fish,1.0
307,/content/data/img/24106.png,0,how long can i run? as long as i'm selling records,1.0
308,/content/data/img/53420.png,0,that chicken was so black the police just arrested it,1.0
